Company_name	Company_ID	Big3Share	Position	Revenue	Assets	Employees	MarketCap	Exchange	TypeEnt
SIMON PROPERTY GROUP INC	US046268599	28.060000000000002	1	5266103.0	30565182.0	5000.0	61191787.0	New York Stock Exchange (NYSE)	Financial company
EQUITY COMMONWEALTH	US046558834	23.019999999999996	1	714891.0	5231164.0	66.0	3629524.0	New York Stock Exchange (NYSE)	Financial company
HASBRO INC	US050155090	17.28	1	4447509.0	4720717.0	5000.0	10883997.0	NASDAQ National Market	Industrial company
NORTEK, INC.	US050314991	8.149999999999999	8	2526100.0	2130400.0	11400.0	784362.0	NASDAQ National Market	Industrial company
TEXTRON INC	US050315468	17.65	1	13423000.0	14708000.0	35000.0	10280126.0	New York Stock Exchange (NYSE)	Industrial company
ASTRO MED INC	US050318215	1.67	10	94658.0	77963.0	329.0	108679.0	NASDAQ National Market	Industrial company
PROVIDENCE & WORCESTER RAILROAD CO	US050344399	0	114	35797.0	114157.0	138.0	81501.0	NASDAQ National Market	Industrial company
UNITED NATURAL FOODS INC	US050376157	18.39	1	8184978.0	2550190.0	8700.0	1816987.0	NASDAQ National Market	Industrial company
WASHINGTON TRUST BANCORP INC	US050404671	9.87	2	175000.0	nan	750.0	657873.0	NASDAQ National Market	Bank
CITIZENS FINANCIAL GROUP INC	US050412693	15.48	1	3000000.0	nan	17500.0	12478643.0	New York Stock Exchange (NYSE)	Bank
KVH INDUSTRIES INC	US050420589	10.97	1	184634.0	226277.0	567.0	139914.0	NASDAQ National Market	Industrial company
BIOSCRIP, INC.	US050489664	10.65	4	982223.0	530642.0	1898.0	187770.0	NASDAQ National Market	Industrial company
CVS HEALTH CORPORATION	US050494040	16.7	1	153290000.0	92437000.0	243000.0	104115704.0	New York Stock Exchange (NYSE)	Industrial company
SHARPSPRING, INC.	US050502529	0.51	11	14589.0	21242.0	nan	28844.0	NASDAQ National Market	Industrial company
MARTIN MIDSTREAM PARTNERS L.P.	US050527861	0	140	1036844.0	1380473.0	871.0	776818.0	NASDAQ National Market	Industrial company
PENUMBRA, INC.	US050605598	0.9	11	186095.0	263848.0	1100.0	1638564.0	New York Stock Exchange (NYSE)	Industrial company
ACME UNITED CORP	US060236700	0	115	109812.0	81421.0	342.0	61329.0	NYSE MKT	Industrial company
BARNES GROUP INC	US060247840	17.39	1	1193975.0	2061866.0	4735.0	1781373.0	New York Stock Exchange (NYSE)	Industrial company
EASTERN COMPANY (THE)	US060330020	0.37	24	144568.0	121739.0	911.0	101566.0	NASDAQ National Market	Industrial company
HUBBELL INC	US060397030	15.69	1	3390400.0	3208700.0	16200.0	5862360.0	New York Stock Exchange (NYSE)	Industrial company
PITNEY BOWES INC	US060495050	21.02	1	3578060.0	6123132.0	nan	3498908.0	New York Stock Exchange (NYSE)	Industrial company
ROGERS CORP	US060513860	18.99	1	641443.0	930355.0	2800.0	1184797.0	New York Stock Exchange (NYSE)	Industrial company
STANLEY BLACK & DECKER, INC.	US060548860	18.98	1	11171800.0	15127800.0	51250.0	16990200.0	New York Stock Exchange (NYSE)	Industrial company
UNITED TECHNOLOGIES CORPORATION	US060570975	23.939999999999998	1	56098000.0	87484000.0	197000.0	84322588.0	New York Stock Exchange (NYSE)	Industrial company
KAMAN CORP	US060613548	18.650000000000002	1	1775125.0	1439611.0	5258.0	1148288.0	New York Stock Exchange (NYSE)	Industrial company
FRONTIER COMMUNICATIONS CORPORATION	US060619596	20.04	1	5576000.0	27084000.0	19200.0	6041342.0	NASDAQ National Market	Industrial company
STURM RUGER & CO INC	US060633559	21.88	1	551094.0	315883.0	2180.0	1256281.0	New York Stock Exchange (NYSE)	Industrial company
CONNECTICUT WATER SERVICE INC	US060739839	12.510000000000002	1	96041.0	716518.0	266.0	543428.0	NASDAQ National Market	Industrial company
MAGELLAN PETROLEUM CORP	US060842255	1.11	4	4459.0	46700.0	20.0	7664.0	NASDAQ National Market	Industrial company
FUELCELL ENERGY INC	US060853042	7.1000000000000005	2	163077.0	277231.0	596.0	196784.0	NASDAQ National Market	Industrial company
TRC COMPANIES INC	US060853807	4.140000000000001	3	414648.0	362881.0	3700.0	188597.0	New York Stock Exchange (NYSE)	Industrial company
PHOTRONICS INC	US060854886	10.709999999999999	2	524206.0	1045555.0	1550.0	657321.0	NASDAQ National Market	Industrial company
LYDALL INC	US060865505	15.48	1	524505.0	358260.0	2100.0	658865.0	New York Stock Exchange (NYSE)	Industrial company
GRIFFIN INDUSTRIAL REALTY, INC.	US060868496	1.38	12	28088.0	209301.0	34.0	164320.0	NASDAQ National Market	Industrial company
AVIS BUDGET GROUP, INC.	US060918165	13.39	1	8502000.0	17634000.0	37300.0	2723055.0	NASDAQ National Market	Financial company
GENESEE & WYOMING INC	US060984624	14.24	1	2000401.0	6703082.0	7500.0	3383028.0	New York Stock Exchange (NYSE)	Industrial company
CIGNA CORPORATION	US061059331	16.97	1	nan	57088000.0	nan	33044017.0	New York Stock Exchange (NYSE)	Insurance company
BIG LOTS, INC.	US061119097	22.48	1	5190582.0	1640370.0	35900.0	2531369.0	New York Stock Exchange (NYSE)	Industrial company
CAS MEDICAL SYSTEMS, INC.	US061123096	0	115	21639.0	17035.0	100.0	50283.0	NASDAQ National Market	Industrial company
ALMOST FAMILY INC	US061153720	12.09	3	532214.0	464769.0	14200.0	434451.0	NASDAQ National Market	Industrial company
HAYNES INTERNATIONAL, INC.	US061185400	23.33	1	487635.0	638191.0	1147.0	359004.0	NASDAQ National Market	Industrial company
MBIA INC	US061185706	14.39	1	11000.0	14855000.0	nan	1010387.0	New York Stock Exchange (NYSE)	Insurance company
WEBSTER FINANCIAL CORP	US061187536	19.97	1	904280.0	24677820.0	2946.0	3572721.0	New York Stock Exchange (NYSE)	Bank
CHRISTOPHER & BANKS CORP	US061195422	11.31	1	383828.0	150890.0	4355.0	70460.0	New York Stock Exchange (NYSE)	Industrial company
BARNES & NOBLE, INC.	US061196501	16.21	1	6069497.0	3255239.0	33000.0	867192.0	New York Stock Exchange (NYSE)	Industrial company
BE AEROSPACE INC	US061209796	19.32	1	2729600.0	3140900.0	10057.0	4872003.0	NASDAQ National Market	Industrial company
LANDAUER INC	US061218089	23.009999999999998	1	151314.0	208744.0	600.0	381836.0	New York Stock Exchange (NYSE)	Industrial company
DELCATH SYSTEMS INC	US061245881	2.19	5	1747.0	15733.0	35.0	7479.0	NASDAQ National Market	Industrial company
PRAXAIR INC	US061249050	18.64	1	10776000.0	18319000.0	26657.0	31598792.0	New York Stock Exchange (NYSE)	Industrial company
SILGAN HOLDINGS INC	US061269834	11.62	3	3763971.0	3192679.0	9600.0	3091142.0	NASDAQ National Market	Industrial company
ETHAN ALLEN INTERIORS INC	US061275288	19.61	1	754600.0	605977.0	5000.0	931626.0	New York Stock Exchange (NYSE)	Industrial company
LEXMARK INTERNATIONAL INC	US061308215	19.880000000000003	1	3551200.0	3912400.0	14000.0	2376904.0	New York Stock Exchange (NYSE)	Industrial company
LANDSTAR SYSTEM INC	US061313069	18.13	1	3322487.0	998070.0	1223.0	2867612.0	NASDAQ National Market	Industrial company
MRV COMMUNICATIONS INC	US061340090	1.57	5	88199.0	69084.0	nan	74778.0	NASDAQ National Market	Industrial company
RED HAT INC	US061364380	18.270000000000003	1	2052230.0	4155099.0	8800.0	13883487.0	New York Stock Exchange (NYSE)	Industrial company
ACADIA PHARMACEUTICALS INC.	US061376651	12.280000000000001	4	61.0	221896.0	160.0	4029735.0	NASDAQ National Market	Industrial company
NEW YORK COMMUNITY BANCORP, INC	US061377322	20.15	1	618838.0	50317796.0	3448.0	7616931.0	New York Stock Exchange (NYSE)	Bank
CLEAN DIESEL TECHNOLOGIES, INC.	US061393453	2.53	3	39738.0	25102.0	125.0	7404.0	NASDAQ National Market	Industrial company
COSI, INC.	US061393745	0.26	16	89890.0	41261.0	1725.0	25674.0	NASDAQ National Market	Industrial company
CHARLES RIVER LABORATORIES INTERNATIONAL INC	US061397316	20.42	1	1363302.0	2068497.0	8600.0	4059193.0	New York Stock Exchange (NYSE)	Industrial company
GENERAL CABLE CORP	US061398235	23.75	1	4225100.0	2454600.0	nan	682024.0	New York Stock Exchange (NYSE)	Industrial company
STAR GAS PARTNERS, L.P.	US061437793	0	119	1674291.0	707032.0	3101.0	494675.0	New York Stock Exchange (NYSE)	Industrial company
TRANSACT TECHNOLOGIES INC	US061456680	3.96	5	59676.0	32569.0	125.0	57370.0	NASDAQ National Market	Industrial company
AMN HEALTHCARE SERVICES, INC.	US061500476	20.62	1	1463065.0	880432.0	2550.0	1734005.0	New York Stock Exchange (NYSE)	Industrial company
SALISBURY BANCORP, INC.	US061514263	0.57	13	38686.0	891192.0	169.0	83032.0	NASDAQ National Market	Bank
THESTREET, INC.	US061515824	6.93	6	67656.0	102892.0	nan	42282.0	NASDAQ National Market	Industrial company
UNITED RENTALS INC	US061522496	22.15	1	5817000.0	12083000.0	12700.0	6053564.0	New York Stock Exchange (NYSE)	Industrial company
PRICELINE GROUP INC. (THE)	US061528493	15.329999999999998	1	9223987.0	17420575.0	15500.0	63190932.0	NASDAQ National Market	Industrial company
MAJESCO ENTERTAINMENT COMPANY	US061529524	0	106	6693.0	17661.0	nan	11952.0	NASDAQ National Market	Industrial company
PATRIOT NATIONAL BANCORP, INC.	US061559137	0	106	3105.0	70292.0	nan	56178.0	NASDAQ National Market	Bank
AGENUS INC.	US061562417	10.93	1	24817.0	242228.0	230.0	351874.0	NASDAQ National Market	Industrial company
TANGOE INC	US061571143	18.070000000000004	2	350000.0	nan	3500.0	306377.0	NASDAQ National Market	Industrial company
MCBC HOLDINGS, INC.	US061571747	3.57	5	214386.0	89676.0	470.0	278287.0	NASDAQ National Market	Industrial company
MACROGENICS, INC.	US061591613	11.5	1	100854.0	359269.0	269.0	846367.0	NASDAQ National Market	Industrial company
SYNCHRONOSS TECHNOLOGIES, INC.	US061594540	16.46	1	578831.0	1010228.0	1895.0	1596327.0	NASDAQ National Market	Industrial company
PHOENIX COMPANIES INC (THE)	US061599088	1.07	11	462800.0	21091900.0	nan	213730.0	New York Stock Exchange (NYSE)	Insurance company
OPGEN, INC.	US061614015	0	108	3158.0	13763.0	nan	19578.0	NASDAQ National Market	Industrial company
MATTRESS FIRM HOLDING CORP.	US061652172	7.39	6	2541672.0	1665908.0	7186.0	1257343.0	NASDAQ National Market	Industrial company
CONN'S, INC.	US061672840	12.38	6	1613178.0	2025300.0	4600.0	341837.0	NASDAQ National Market	Industrial company
GLYCOMIMETICS, INC.	US061686563	0.44	8	20071.0	48462.0	38.0	163897.0	NASDAQ National Market	Industrial company
OOMA, INC.	US061713274	1.33	10	88775.0	76536.0	139.0	75336.0	NASDAQ National Market	Industrial company
GLOBAL BRASS AND COPPER HOLDINGS, INC.	US061826563	17.36	1	1506200.0	557200.0	1900.0	572756.0	New York Stock Exchange (NYSE)	Industrial company
NICHOLAS FINANCIAL INC	US087363354	0.8300000000000001	21	86790.0	302529.0	334.0	134354.0	NASDAQ National Market	Financial company
ACURA PHARMACEUTICALS, INC.	US110853640	0	113	8587.0	16961.0	15.0	28756.0	NASDAQ National Market	Industrial company
J.W. MAYS, INC.	US111059070	0	108	18910.0	66436.0	29.0	108651.0	NASDAQ National Market	Financial company
STANDARD MOTOR PRODUCTS INC	US111362020	13.32	1	971975.0	681064.0	3400.0	869725.0	New York Stock Exchange (NYSE)	Industrial company
SUPERIOR UNIFORM GROUP INC	US111385670	5.130000000000001	5	210317.0	151800.0	1278.0	256862.0	NASDAQ National Market	Industrial company
UNITED GUARDIAN INC	US111719724	2.25	6	14006.0	15688.0	29.0	78701.0	NASDAQ National Market	Industrial company
ACETO CORP	US111720520	16.03	1	546951.0	489774.0	270.0	660043.0	NASDAQ National Market	Industrial company
PARK ELECTROCHEMICAL CORP	US111734643	19.33	1	162086.0	350682.0	461.0	323350.0	New York Stock Exchange (NYSE)	Industrial company
SIEBERT FINANCIAL CORP	US111796714	0	105	17500.0	nan	35.0	26524.0	NASDAQ National Market	Bank
CHASE CORP	US111797126	7.92	4	238046.0	257897.0	671.0	541609.0	NYSE MKT	Industrial company
ARROW ELECTRONICS INC	US111806155	18.78	1	23282020.0	13021930.0	18500.0	5873891.0	New York Stock Exchange (NYSE)	Industrial company
AMERICAN INDEPENDENCE CORPORATION	US111817252	0	108	137928.0	165781.0	nan	177744.0	NASDAQ National Market	Insurance company
AVNET INC	US111890605	19.330000000000002	1	27924657.0	10799953.0	18800.0	5221574.0	New York Stock Exchange (NYSE)	Industrial company
GRIFFON CORP	US111893410	15.22	3	2016032.0	1731433.0	6000.0	790247.0	New York Stock Exchange (NYSE)	Industrial company
FREQUENCY ELECTRONICS INC	US111986657	4.4399999999999995	9	76564.0	117825.0	430.0	85464.0	NASDAQ National Market	Industrial company
ENVIROSTAR, INC.	US112014231	0.72	11	30755.0	9283.0	nan	28557.0	NYSE MKT	Industrial company
RESEARCH FRONTIERS INC	US112103466	5.74	3	2007.0	9544.0	12.0	97378.0	NASDAQ National Market	Industrial company
EMCOR GROUP INC	US112125338	20.14	1	6718726.0	3542657.0	29000.0	2886315.0	New York Stock Exchange (NYSE)	Industrial company
COMTECH TELECOMMUNICATIONS CORP	US112139466	19.900000000000002	1	307289.0	473877.0	978.0	376416.0	NASDAQ National Market	Industrial company
MISONIX INC	US112148932	1.3699999999999999	9	22205.0	26454.0	80.0	37701.0	NASDAQ National Market	Industrial company
MOTORCAR PARTS OF AMERICA, INC.	US112153962	15.49	1	301711.0	420881.0	2362.0	551092.0	NASDAQ National Market	Industrial company
VICON INDUSTRIES, INC.	US112160665	0	112	44884.0	34172.0	nan	7044.0	NYSE MKT	Industrial company
UNIFI INC	US112165495	14.25	1	687121.0	476372.0	2500.0	452063.0	New York Stock Exchange (NYSE)	Industrial company
COFFEE HOLDING CO., INC.	US112238111	2.79	4	118154.0	35275.0	69.0	22798.0	NASDAQ National Market	Industrial company
BED BATH & BEYOND INC	US112250488	20.38	1	12103887.0	6498940.0	62000.0	6939202.0	NASDAQ National Market	Industrial company
NAPCO SECURITY TECHNOLOGIES INC	US112277818	2.25	5	77762.0	65037.0	1013.0	114976.0	NASDAQ National Market	Industrial company
ESTEE LAUDER COMPANIES INC. (THE)	US112408943	15.88	3	10780400.0	8239200.0	44000.0	20477275.0	New York Stock Exchange (NYSE)	Industrial company
FONAR CORP	US112464137	4.25	4	69051.0	76492.0	465.0	96208.0	NASDAQ National Market	Industrial company
A-MARK PRECIOUS METALS, INC.	US112464169	2.3400000000000003	11	6070234.0	325902.0	nan	111392.0	NASDAQ National Market	Financial company
ICONIX BRAND GROUP, INC.	US112481903	17.439999999999998	1	379197.0	2504601.0	137.0	366926.0	NASDAQ National Market	Industrial company
CPI AEROSTRUCTURES INC	US112520310	2.98	11	100203.0	116713.0	280.0	56398.0	NYSE MKT	Industrial company
HARMAN INTERNATIONAL INDUSTRIES INC	US112534306	18.259999999999998	1	6155297.0	5865900.0	24197.0	5488450.0	New York Stock Exchange (NYSE)	Industrial company
BLACKBAUD, INC.	US112617163	19.21	1	637940.0	1223336.0	3095.0	2950490.0	NASDAQ National Market	Industrial company
CVD EQUIPMENT CORPORATION	US112621692	2.8899999999999997	4	38965.0	41132.0	192.0	44211.0	NASDAQ National Market	Industrial company
ITUS CORPORATION	US112622630	0	109	9255.0	9336.0	6.0	27705.0	NASDAQ National Market	Industrial company
BOVIE MEDICAL CORPORATION	US112644611	1.77	10	29520.0	31448.0	nan	43511.0	NYSE MKT	Industrial company
FIRST OF LONG ISLAND CORPORATION (THE)	US112672906	7.3	1	84364.0	3130343.0	302.0	478366.0	NASDAQ National Market	Bank
LIFETIME BRANDS, INC.	US112682486	8.25	5	587670.0	398331.0	1454.0	206240.0	NASDAQ National Market	Industrial company
SUFFOLK BANCORP	US112708279	11.48	1	112500.0	nan	375.0	304716.0	New York Stock Exchange (NYSE)	Bank
DIFFERENTIAL BRANDS GROUP INC.	US112928178	0	107	80199.0	76258.0	564.0	49519.0	NASDAQ National Market	Industrial company
BRIDGE BANCORP, INC	US112934195	7.33	2	108666.0	3781959.0	429.0	522367.0	NASDAQ National Market	Bank
NUMEREX CORP	US112948749	3.48	9	89450.0	111187.0	190.0	147335.0	NASDAQ National Market	Industrial company
TRANSENTERIX INC.	US112962080	3.6	13	0.0	248602.0	132.0	214631.0	NYSE MKT	Industrial company
VEECO INSTRUMENTS INC	US112989601	20.77	1	477038.0	890789.0	783.0	713602.0	NASDAQ National Market	Industrial company
WARREN RESOURCES, INC.	US113024080	5.140000000000001	1	88373.0	234462.0	75.0	11424.0	NASDAQ National Market	Industrial company
NETWORK-1 TECHNOLOGIES, INC.	US113027591	0	116	16565.0	30381.0	nan	54278.0	NYSE MKT	Industrial company
BIOSPECIFICS TECHNOLOGIES CORP	US113054851	8.05	2	22750.0	45698.0	5.0	256216.0	NASDAQ National Market	Industrial company
1-800 FLOWERS.COM, INC.	US113117311	5.08	4	1121506.0	497073.0	4524.0	289266.0	NASDAQ National Market	Industrial company
AMEDISYS INC	US113131700	23.349999999999998	1	1280541.0	681715.0	16100.0	1693319.0	NASDAQ National Market	Industrial company
SCHEIN HENRY INC	US113136595	20.76	1	10629719.0	6504740.0	19000.0	14263138.0	NASDAQ National Market	Industrial company
ANGIODYNAMICS, INC.	US113146460	13.34	3	356974.0	773623.0	1300.0	439314.0	NASDAQ National Market	Industrial company
NATHANS FAMOUS INC	US113166443	2.5	9	99375.0	84666.0	228.0	193562.0	NASDAQ National Market	Industrial company
ASTORIA FINANCIAL CORPORATION	US113170868	16.06	1	394885.0	15076211.0	1501.0	1610338.0	New York Stock Exchange (NYSE)	Bank
VERINT SYSTEMS, INC.	US113200514	15.68	1	1130266.0	2355735.0	5000.0	2075548.0	NASDAQ National Market	Industrial company
FLUSHING FINANCIAL CORP	US113209278	12.15	1	175000.0	nan	375.0	609809.0	NASDAQ National Market	Bank
INTELLI-CHECK - MOBILISA, INC.	US113234779	0.55	4	7015.0	18473.0	nan	16775.0	NYSE MKT	Industrial company
SYSTEMAX INC	US113262067	4.12	4	1854700.0	710100.0	3300.0	341119.0	New York Stock Exchange (NYSE)	Industrial company
MSC INDUSTRIAL DIRECT CO INC	US113289165	15.32	2	2910379.0	2101206.0	6751.0	3609651.0	New York Stock Exchange (NYSE)	Industrial company
DIME COMMUNITY BANCSHARES INC	US113297463	16.560000000000002	1	112500.0	nan	375.0	700405.0	NASDAQ National Market	Bank
GETTY REALTY CORP	US113412575	22.87	1	110733.0	896918.0	32.0	685007.0	New York Stock Exchange (NYSE)	Financial company
CABLEVISION SYSTEMS CORPORATION	US113415180	15.07	2	6509743.0	6800174.0	13556.0	7703291.0	New York Stock Exchange (NYSE)	Industrial company
MANHATTAN BRIDGE CAPITAL, INC.	US113474831	0	105	4001.0	31656.0	nan	32575.0	NASDAQ National Market	Industrial company
ERBA DIAGNOSTICS INC	US113500746	1.17	2	26392.0	26196.0	134.0	40118.0	NYSE MKT	Industrial company
REXAHN PHARMACEUTICALS, INC.	US113516358	0.19	8	0.0	24805.0	20.0	64165.0	NYSE MKT	Industrial company
VONAGE HOLDINGS CORP.	US113547680	14.5	1	895072.0	784566.0	1752.0	973478.0	New York Stock Exchange (NYSE)	Industrial company
SINO-GLOBAL SHIPPING AMERICA, LTD.	US113588546	0	106	11321.0	11811.0	nan	6496.0	NASDAQ National Market	Industrial company
HMS HOLDINGS CORP.	US113656261	20.05	1	474216.0	858057.0	2316.0	1359947.0	NASDAQ National Market	Industrial company
VITAMIN SHOPPE, INC.	US113664322	21.75	1	1266549.0	748691.0	5686.0	730982.0	New York Stock Exchange (NYSE)	Industrial company
KITE REALTY GROUP TRUST	US113715772	23.85	1	347005.0	3756428.0	nan	2261675.0	New York Stock Exchange (NYSE)	Financial company
SANCHEZ PRODUCTION PARTNERS LP	US113742489	0	112	68428.0	473391.0	48.0	44764.0	NYSE MKT	Industrial company
XACTLY CORPORATION	US113744289	1.84	12	75974.0	86884.0	402.0	290342.0	New York Stock Exchange (NYSE)	Industrial company
WEIGHT WATCHERS INTERNATIONAL, INC.	US116040273	6.23	5	1164419.0	1394216.0	19000.0	946030.0	New York Stock Exchange (NYSE)	Industrial company
NEWSTAR FINANCIAL INC	US126484783L	6.0	6	112500.0	nan	175.0	395504.0	NASDAQ National Market	Financial company
KINGSTONE COMPANIES INC	US127387325L	1.08	19	62500.0	nan	75.0	70737.0	NASDAQ National Market	Insurance company
AVON PRODUCTS INC	US130544597	16.599999999999998	1	6160500.0	3879500.0	28300.0	1683604.0	New York Stock Exchange (NYSE)	Industrial company
CURTISS WRIGHT CORP	US130612970	19.549999999999997	1	2205683.0	3029378.0	8400.0	3729038.0	New York Stock Exchange (NYSE)	Industrial company
INTERNATIONAL BUSINESS MACHINES CORP	US130871985	16.599999999999998	1	81741000.0	110495000.0	377757.0	146720566.0	New York Stock Exchange (NYSE)	Industrial company
INTERNATIONAL PAPER CO	US130872805	20.909999999999997	1	22365000.0	30587000.0	56000.0	17306328.0	New York Stock Exchange (NYSE)	Industrial company
INTERPUBLIC GROUP OF COMPANIES INC	US131024020	19.33	1	7613800.0	12585100.0	49200.0	9541027.0	New York Stock Exchange (NYSE)	Industrial company
S&P GLOBAL INC.	US131026995	16.93	1	5313000.0	8183000.0	20400.0	29494962.0	New York Stock Exchange (NYSE)	Financial company
NATIONAL FUEL GAS COMPANY	US131086010	21.74	1	1760913.0	6564939.0	2125.0	4713911.0	New York Stock Exchange (NYSE)	Industrial company
NEW YORK TIMES CO	US131102020	14.97	2	1579215.0	2417690.0	3560.0	1911733.0	New York Stock Exchange (NYSE)	Industrial company
