Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
ULTRA CLEAN HOLDINGS, INC.	US611430858	6.62	1	NASDAQ National Market	Industrial company	Revenue	469103.0
ALTRA INDUSTRIAL MOTION CORP.	US611478870	13.94	1	NASDAQ National Market	Industrial company	Revenue	746652.0
KENTUCKY FIRST FEDERAL BANCORP	US611484858	0.0	104	NASDAQ National Market	Bank	Revenue	-1373.0
FORUM ENERGY TECHNOLOGIES, INC.	US611488595	10.2	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	1073652.0
TALMER BANCORP INC	US611511150	16.310000000000002	1	NASDAQ National Market	Bank	Revenue	350000.0
CVR ENERGY, INC.	US611512186	3.42	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	5432500.0
VANGUARD NATURAL RESOURCES, LLC	US611521161	0.0	122	NASDAQ National Market	Industrial company	Revenue	566643.0
KURA ONCOLOGY, INC.	US611547851	1.05	13	NASDAQ National Market	Industrial company	Revenue	0.0
SCRIPPS NETWORKS INTERACTIVE, INC.	US611551890	14.17	2	NASDAQ National Market	Industrial company	Revenue	3018227.0
BONANZA CREEK ENERGY, INC.	US611630631	17.32	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	292679.0
MIDCOAST ENERGY PARTNERS, L.P.	US611714064	0.0	118	New York Stock Exchange (NYSE)	Industrial company	Revenue	2842700.0
CYPRESS ENERGY PARTNERS, L.P.	US611721523	0.0	108	New York Stock Exchange (NYSE)	Industrial company	Revenue	371191.0
LANDMARK INFRASTRUCTURE PARTNERS LP	US611742322	0.0	110	NASDAQ National Market	Financial company	Revenue	27788.0
ALPHABET INC.	US611767919	13.56	3	NASDAQ National Market	Industrial company	Revenue	74989000.0
CONTINENTAL BUILDING PRODUCTS, INC.	US617178923	14.2	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	421682.0
DIXIE GROUP INC	US620183370	5.859999999999999	7	NASDAQ National Market	Industrial company	Revenue	422483.0
GENESCO INC	US620211340	20.57	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3022234.0
FREDS INC	US620634010	19.53	1	NASDAQ National Market	Industrial company	Revenue	2150703.0
FIRST HORIZON NATIONAL CORP	US620803242	18.7	1	New York Stock Exchange (NYSE)	Bank	Revenue	3000000.0
ASTEC INDUSTRIES INC	US620873631	16.2	1	NASDAQ National Market	Industrial company	Revenue	983157.0
CSX CORP	US621051971	15.84	1	NASDAQ National Market	Industrial company	Revenue	11811000.0
NN INC	US621096725	10.43	3	NASDAQ National Market	Industrial company	Revenue	667280.0
HEALTHWAYS, INC.	US621117144	17.56	1	NASDAQ National Market	Industrial company	Revenue	770598.0
FORWARD AIR CORP	US621120025	19.18	1	NASDAQ National Market	Industrial company	Revenue	959125.0
UNITED STATES CELLULAR CORP	US621147325	3.95	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	3996853.0
SMARTFINANCIAL INC	US621175427	0.0	107	NASDAQ National Market	Bank	Revenue	26936.0
KIRKLAND'S, INC.	US621287151	16.81	1	NASDAQ National Market	Industrial company	Revenue	561807.0
FORTUNE BRANDS HOME & SECURITY, INC.	US621411546	20.17	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	4579400.0
CAESARS ENTERTAINMENT CORPORATION	US621411755	4.98	3	NASDAQ National Market	Industrial company	Revenue	4654000.0
BIOCRYST PHARMACEUTICALS INC	US621413174	13.37	4	NASDAQ National Market	Industrial company	Revenue	48257.0
HEALTHSTREAM INC	US621443555	15.330000000000002	2	NASDAQ National Market	Industrial company	Revenue	209002.0
NATIONAL HEALTH INVESTORS INC	US621470956	22.08	1	New York Stock Exchange (NYSE)	Financial company	Revenue	228988.0
AUTOZONE INC	US621482048	17.79	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	10187340.0
INVENTERGY GLOBAL, INC.	US621482176	0.29	13	NASDAQ National Market	Industrial company	Revenue	719.0
AMSURG CORP	US621493316	19.76	1	NASDAQ National Market	Industrial company	Revenue	2566884.0
HEALTHCARE REALTY TRUST INC	US621507028	29.73	1	New York Stock Exchange (NYSE)	Financial company	Revenue	388471.0
EASTMAN CHEMICAL CO	US621539359	19.68	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	9648000.0
MID AMERICA APARTMENT COMMUNITIES INC	US621543819	29.13000000000001	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1042779.0
CBL & ASSOCIATES PROPERTIES INC	US621545718	22.77	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1055018.0
DIVERSICARE HEALTHCARE SERVICES, INC.	US621559667	0.0	118	NASDAQ National Market	Industrial company	Revenue	387595.0
MILLER INDUSTRIES INC	US621566286	10.79	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	540966.0
UNUM GROUP INC	US621598430	20.06	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	
SCHWEITZER MAUDUIT INTERNATIONAL INC	US621612879	19.34	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	764100.0
INGRAM MICRO INC	US621644402	17.58	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	43025852.0
GTX, INC.	US621715807	1.85	9	NASDAQ National Market	Industrial company	Revenue	0.0
FEDEX CORP	US621721435	16.72	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	47453000.0
CRACKER BARREL OLD COUNTRY STORE, INC.	US621749513	20.78	1	NASDAQ National Market	Industrial company	Revenue	2842284.0
CORRECTIONS CORPORATION OF AMERICA	US621763875	24.54	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1793087.0
CUMBERLAND PHARMACEUTICALS, INC.	US621765329	4.8	5	NASDAQ National Market	Industrial company	Revenue	33519.0
PINNACLE FINANCIAL PARTNERS, INC.	US621812853	16.0	1	NASDAQ National Market	Bank	Revenue	323468.0
GOLDEN ENTERPRISES INC	US630250005	0.3	13	NASDAQ National Market	Industrial company	Revenue	131725.0
RUBY TUESDAY INC	US630475239	19.3	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1126566.0
REGIONS FINANCIAL CORPORATION	US630589368	20.41	1	New York Stock Exchange (NYSE)	Bank	Revenue	5378000.0
ENERGEN CORP	US630757759	16.19	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	878554.0
TORCHMARK CORPORATION	US630780404	18.03	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	
ATRION CORP	US630821819	9.4	2	NASDAQ National Market	Industrial company	Revenue	145733.0
UNITED SECURITY BANCSHARES, INC.	US630843362	0.38	9	NASDAQ National Market	Bank	Revenue	1850.0
AMERICA'S CAR-MART, INC.	US630851141	10.65	3	NASDAQ National Market	Industrial company	Revenue	472569.0
HEALTHSOUTH CORPORATION	US630860407	14.62	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3115700.0
AUBURN NATIONAL BANCORPORATION INC	US630885779	0.0	109	NASDAQ National Market	Bank	Revenue	37500.0
ADTRAN INC	US630918200	19.75	1	NASDAQ National Market	Industrial company	Revenue	600064.0
ALPHA PRO TECH, LTD.	US631009183	2.06	7	NYSE MKT	Industrial company	Revenue	44955.0
NATIONAL SECURITY GROUP INC (THE)	US631020300	0.0	116	NASDAQ National Market	Insurance company	Revenue	66809.0
OCERA THERAPEUTICS, INC.	US631192270	1.96	20	NASDAQ National Market	Industrial company	Revenue	133.0
PROASSURANCE CORPORATION	US631261433	17.909999999999997	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	812218.0
STEIN MART INC	US640466198	10.18	4	NASDAQ National Market	Industrial company	Revenue	1359901.0
TRUSTMARK CORPORATION	US640471500	24.05	1	NASDAQ National Market	Bank	Revenue	516040.0
CAL MAINE FOODS INC	US640500378	21.59	2	NASDAQ National Market	Industrial company	Revenue	1576128.0
SANDERSON FARMS INC	US640615843	20.02	1	NASDAQ National Market	Industrial company	Revenue	2803480.0
BANCORPSOUTH, INC.	US640659571	19.22	1	New York Stock Exchange (NYSE)	Bank	Revenue	696723.0
CITIZENS HOLDING COMPANY	US640666512	0.52	10	NASDAQ National Market	Bank	Revenue	2192.0
RENASANT CORPORATION	US640676974	10.79	1	NASDAQ National Market	Bank	Revenue	346583.0
HANCOCK HOLDING COMPANY	US640693170	20.65	1	NASDAQ National Market	Bank	Revenue	856236.0
PEOPLES FINANCIAL CORPORATION	US640709834	1.83	8	NASDAQ National Market	Bank	Revenue	-4460.0
CALLON PETROLEUM CO	US640844345	10.42	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	137512.0
FIRST BANCSHARES, INC., THE	US640862173	1.14	15	NASDAQ National Market	Bank	Revenue	43823.0
OCWEN FINANCIAL CORP	US650039856	11.22	2	New York Stock Exchange (NYSE)	Bank	Revenue	3000000.0
GEO GROUP, INC. (THE)	US650043078	27.520000000000003	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1843307.0
HAMILTON BANCORP INC	US650149935	0.0	112	NASDAQ National Market	Bank	Revenue	79856.0
DIAMOND HILL INVESTMENT GROUP INC	US650190407	10.7	1	NASDAQ National Market	Bank	Revenue	112500.0
UNIVERSAL INSURANCE HOLDINGS INC	US650231984	22.49	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	883409.0
FEDERATED NATIONAL HOLDING COMPANY	US650248866	10.580000000000002	1	NASDAQ National Market	Insurance company	Revenue	493770.0
MEDNAX INC	US650271219	18.39	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2779996.0
HEICO CORP	US650341002	12.54	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	1188648.0
IMPAX LABORATORIES INC	US650403311	20.08	1	NASDAQ National Market	Industrial company	Revenue	860469.0
BANKRATE, INC.	US650423422	8.85	2	New York Stock Exchange (NYSE)	Financial company	Revenue	370534.0
BBX CAPITAL CORP	US650507804	1.72	4	New York Stock Exchange (NYSE)	Bank	Revenue	112500.0
EVER-GLORY INTERNATIONAL GROUP, INC.	US650548697	0.33	5	NASDAQ National Market	Industrial company	Revenue	421389.0
AOXING PHARMACEUTICAL COMPANY INC.	US650636168	0.14	6	NYSE MKT	Industrial company	Revenue	25481.0
PROTALIX BIOTHERAPEUTICS, INC.	US650643773	0.11	25	NYSE MKT	Industrial company	Revenue	4364.0
SEALED AIR CORP	US650654331	20.44	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	7031500.0
PETMED EXPRESS, INC.	US650680967	17.89	1	NASDAQ National Market	Industrial company	Revenue	229395.0
ULTIMATE SOFTWARE GROUP INC	US650694077	15.54	1	NASDAQ National Market	Industrial company	Revenue	618081.0
LADENBURG THALMANN FINANCIAL SERVICES INC	US650701248	3.47	5	NYSE MKT	Financial company	Revenue	1152118.0
SBA COMMUNICATIONS CORP	US650716501	16.7	1	NASDAQ National Market	Industrial company	Revenue	1638474.0
REPUBLIC SERVICES INC	US650716904	13.150000000000002	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	9115000.0
HACKETT GROUP, INC. (THE)	US650750100	10.53	1	NASDAQ National Market	Industrial company	Revenue	260940.0
W. R. GRACE & CO.	US650773649	11.96	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	3051500.0
MASTEC INC	US650829355	11.12	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	4208330.0
INTERCLOUD SYSTEMS INC	US650908171	2.59	6	NASDAQ National Market	Industrial company	Revenue	112500.0
VECTOR GROUP LTD	US650949535	11.1	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	1657197.0
COMSTOCK MINING, INC.	US650955118	0.0	114	NYSE MKT	Industrial company	Revenue	18493.0
BEASLEY BROADCAST GROUP INC	US650960915	1.11	9	NASDAQ National Market	Industrial company	Revenue	105947.0
PERFUMANIA HOLDINGS, INC.	US650977964	1.18	6	NASDAQ National Market	Industrial company	Revenue	541964.0
CIT GROUP, INC	US651051192	14.37	1	New York Stock Exchange (NYSE)	Bank	Revenue	2841000.0
OREXIGEN THERAPEUTICS, INC.	US651178822	10.94	3	NASDAQ National Market	Industrial company	Revenue	24459.0
PARKE BANCORP INC	US651241959	0.0	110	NASDAQ National Market	Bank	Revenue	8560.0
CIVITAS SOLUTIONS, INC.	US651309110	3.45	6	New York Stock Exchange (NYSE)	Industrial company	Revenue	1366946.0
ATLANTIC COAST FINANCIAL CORPORATION	US651310069	2.44	16	NASDAQ National Market	Bank	Revenue	27317.0
FATE THERAPEUTICS, INC.	US651311552	0.42	23	NASDAQ National Market	Industrial company	Revenue	2431.0
OFG BANCORP	US660538893	20.21	1	New York Stock Exchange (NYSE)	Bank	Revenue	376620.0
TRIPLE-S MANAGEMENT CORPORATION	US660555678	8.95	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	
FIRST BANCORP	US660561882	9.78	3	New York Stock Exchange (NYSE)	Bank	Revenue	584320.0
POPULAR INC	US660667416	14.5	1	NASDAQ National Market	Bank	Revenue	3000000.0
EVERTEC, INC.	US660783622	12.04	3	New York Stock Exchange (NYSE)	Financial company	Revenue	372884.0
WILLIS LEASE FINANCE CORP	US680070656	3.04	7	NASDAQ National Market	Financial company	Revenue	199610.0
CERUS CORP	US680262011	11.59	2	NASDAQ National Market	Industrial company	Revenue	34223.0
CENTRAL GARDEN & PET COMPANY	US680275553	17.67	2	NASDAQ National Market	Industrial company	Revenue	1650737.0
ENDOLOGIX, INC.	US680328265	12.82	1	NASDAQ National Market	Industrial company	Revenue	153612.0
REDWOOD TRUST INC	US680329422	17.46	1	New York Stock Exchange (NYSE)	Financial company	Revenue	259432.0
AMERICAN RIVER BANKSHARES	US680352144	0.45	19	NASDAQ National Market	Bank	Revenue	-2287.0
SANGAMO BIOSCIENCES INC	US680359556	13.03	1	NASDAQ National Market	Industrial company	Revenue	39539.0
RENNOVA HEALTH, INC.	US680370244	0.21	15	NASDAQ National Market	Industrial company	Revenue	18393.0
BIOMARIN PHARMACEUTICAL INC	US680397820	14.63	1	NASDAQ National Market	Industrial company	Revenue	889895.0
OCULUS INNOVATIVE SCIENCES, INC.	US680423298	0.66	5	NASDAQ National Market	Industrial company	Revenue	13854.0
CALIX, INC.	US680438710	14.84	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	407463.0
NOVABAY PHARMACEUTICALS, INC.	US680454536	0.74	5	NYSE MKT	Industrial company	Revenue	4381.0
CENTURY COMMUNITIES, INC.	US680521411	6.5600000000000005	5	New York Stock Exchange (NYSE)	Industrial company	Revenue	734489.0
SUNSHINE HEART, INC.	US680533453	4.1000000000000005	6	NASDAQ National Market	Industrial company	Revenue	59.0
ACHAOGEN, INC.	US680533693	2.75	14	NASDAQ National Market	Industrial company	Revenue	26061.0
DREAMWORKS ANIMATION SKG, INC.	US680589190	21.21	2	NASDAQ National Market	Industrial company	Revenue	915863.0
U.S. AUTO PARTS NETWORK, INC.	US680623433	1.61	11	NASDAQ National Market	Industrial company	Revenue	291091.0
STAFFING 360O SOLUTIONS, INC.	US680680859	0.0	105	NASDAQ National Market	Industrial company	Revenue	128829.0
SOUTHWESTERN ENERGY CO	US710205415	21.06	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3133000.0
TYSON FOODS INC	US710225165	19.45	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	41373000.0
J.B. HUNT TRANSPORT SERVICES, INC.	US710335111	15.81	1	NASDAQ National Market	Industrial company	Revenue	6187646.0
MURPHY OIL CORPORATION	US710361522	21.24	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2749865.0
DILLARD'S INC	US710388071	7.87	5	New York Stock Exchange (NYSE)	Industrial company	Revenue	6754545.0
SIMMONS FIRST NATIONAL CORPORATION	US710407808	16.34	1	NASDAQ National Market	Bank	Revenue	375215.0
WAL-MART STORES, INC.	US710415188	8.29	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	482130000.0
BANK OF THE OZARKS INC	US710556208	18.8	1	NASDAQ National Market	Bank	Revenue	487166.0
USA TRUCK INC	US710556971	11.5	1	NASDAQ National Market	Industrial company	Revenue	507934.0
ACXIOM CORP	US710581897	18.88	1	NASDAQ National Market	Industrial company	Revenue	1020059.0
PAM TRANSPORTATION SERVICES INC	US710633135	7.75	2	NASDAQ National Market	Industrial company	Revenue	417050.0
ARCBEST CORPORATION	US710673405	18.92	1	NASDAQ National Market	Industrial company	Revenue	2666905.0
HOME BANCSHARES INC	US710682831	16.21	1	NASDAQ National Market	Bank	Revenue	350000.0
LTC PROPERTIES INC	US710720518	29.340000000000003	1	New York Stock Exchange (NYSE)	Financial company	Revenue	136203.0
BEAR STATE FINANCIAL INC	US710785261	2.41	4	NASDAQ National Market	Bank	Revenue	68351.0
EDGEWATER TECHNOLOGY INC	US710788538	0.26	23	NASDAQ National Market	Industrial company	Revenue	116704.0
DELTIC TIMBER CORP	US710795870	18.16	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	193851.0
CODEXIS INC	US710872999	5.1	5	NASDAQ National Market	Industrial company	Revenue	41804.0
HAWAIIAN HOLDINGS, INC.	US710879698	20.46	1	NASDAQ National Market	Industrial company	Revenue	2317467.0
OSIRIS THERAPEUTICS INC	US710881115	7.2200000000000015	6	NASDAQ National Market	Industrial company	Revenue	62500.0
LHC GROUP, INC.	US710918189	16.41	1	NASDAQ National Market	Industrial company	Revenue	816366.0
SS&C TECHNOLOGIES HOLDINGS, INC.	US710987913	9.670000000000002	3	NASDAQ National Market	Industrial company	Revenue	1000285.0
HOME BANCORP INC	US711051785	2.42	7	NASDAQ National Market	Bank	Revenue	62500.0
CKX LANDS, INC.	US720144530	0.0	112	NYSE MKT	Financial company	Revenue	1062.0
PHI, INC.	US720395707	9.46	3	NASDAQ National Market	Industrial company	Revenue	804228.0
TIDEWATER INC	US720487776	21.23	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1495517.0
BARNWELL INDUSTRIES INC	US720496921	1.08	10	NYSE MKT	Industrial company	Revenue	17533.0
CENTURYLINK, INC.	US720651161	19.02	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	17900000.0
RESOURCE AMERICA INC	US720654145	5.89	6	NASDAQ National Market	Financial company	Revenue	99855.0
BRISTOW GROUP INC.	US720679819	20.2	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	1858669.0
AKORN INC	US720717400	13.28	3	NASDAQ National Market	Industrial company	Revenue	985076.0
ARRHYTHMIA RESEARCH TECHNOLOGY INC	US720925679	0.5	11	NYSE MKT	Industrial company	Revenue	21495.0
MIDSOUTH BANCORP INC	US721020809	0.43	22	New York Stock Exchange (NYSE)	Bank	Revenue	112500.0
RUTH'S HOSPITALITY GROUP, INC.	US721060618	15.64	1	NASDAQ National Market	Industrial company	Revenue	373433.0
FLEETCOR TECHNOLOGIES, INC.	US721074903	11.93	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1702865.0
CARBO CERAMICS INC	US721100013	20.48	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	279574.0
W&T OFFSHORE, INC.	US721121985	6.04	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	507265.0
NEWPARK RESOURCES INC	US721123385	20.75	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	676865.0
NEWFIELD EXPLORATION CO	US721133047	16.0	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1557000.0
GULF ISLAND FABRICATION INC	US721147390	11.12	1	NASDAQ National Market	Industrial company	Revenue	306120.0
STRATUS PROPERTIES INC	US721211572	0.35	11	NASDAQ National Market	Financial company	Revenue	80871.0
ENTERGY CORP	US721229752	20.66	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	11513251.0
STONE ENERGY CORP	US721235413	18.930000000000003	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	544649.0
ENABLE MIDSTREAM PARTNERS, LP	US721252419	0.0	116	New York Stock Exchange (NYSE)	Industrial company	Revenue	2418000.0
IBERIABANK CORP	US721280718	14.45	1	NASDAQ National Market	Bank	Revenue	62500.0
HORNBECK OFFSHORE SERVICES, INC.	US721375844	18.61	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	476070.0
PETROQUEST ENERGY, INC.	US721440714	2.46	8	New York Stock Exchange (NYSE)	Industrial company	Revenue	115969.0
LAMAR ADVERTISING COMPANY	US721449411	18.04	3	NASDAQ National Market	Financial company	Revenue	1353396.0
ERA GROUP INC.	US721455213	15.45	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	281837.0
EQUITY BANCSHARES INC	US721532188	1.09	22	NASDAQ National Market	Bank	Revenue	48178.0
WILLIAMS COMPANIES INC	US730569878	15.73	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	7360000.0
PARKER DRILLING CO	US730618660	15.18	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	712183.0
RYMAN HOSPITALITY PROPERTIES, INC.	US730664379	21.97	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1092124.0
HELMERICH & PAYNE, INC.	US730679879	23.11	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3165441.0
EDUCATIONAL DEVELOPMENT CORP	US730750007	0.7	10	NASDAQ National Market	Industrial company	Revenue	32548.0
CONTINENTAL RESOURCES, INC.	US730767549	3.0500000000000003	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	2680167.0
